Cont. No,Deal Date ,Date,Counterpart,Curr,Amount,Price,Type,Settlement Date, Curr,,Brokg. ,Trader Type,Maturity- Days,Maturity Months
 210831031,31/08/2021,Aug,STANDARD CHARTERED BANK-MUMBAI,USD,10000000 ,73.01250 ,LONG SWAP,01/09/2021,INR,Y,"5,000.00 ",Seller,1.00,0
 210831032,31/08/2021,Aug,HDFC BANK LTD.-MUMBAI,USD,10000000 ,73.01750 ,SHORT SWAP,02/09/2021,INR,N,500.00 ,Seller,2.00,0
 210831033,31/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,73.20950 ,,30/09/2021,INR,N,<Default Format>,Seller,30.00,1
 210831034,31/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,73.21200 ,,30/09/2021,INR,N,<Default Format>,Seller,30.00,1
 210701001,01/07/2021,Jul,BANK OF BARODA-MUMBAI,USD,30000000 ,74.39500 ,LONG SWAP,06/07/2021,INR,N,11250 ,Buyer,5.00,0
 210701002,01/07/2021,Jul,HONGKONG & SHANGHAI BANKING CORPORATION-MUMBAI,USD,30000000 ,74.64500 ,,06/08/2021,INR,N,<Default Format>,Buyer,36.00,1
 210701003,01/07/2021,Jul,HDFC BANK LTD.-MUMBAI,USD,3000000 ,74.36500 ,OUTRIGHT,06/07/2021,INR,Y,2400 ,Buyer,5.00,0
 210701004,01/07/2021,Jul,BANK OF INDIA-MUMBAI,USD,10000000 ,74.37000 ,,06/07/2021,INR,N,<Default Format>,Buyer,5.00,0
 210701005,01/07/2021,Jul,HDFC BANK LTD.-MUMBAI,USD,10000000 ,74.82250 ,LONG SWAP,31/08/2021,INR,N,3750 ,Buyer,61.00,2
 210701006,01/07/2021,Jul,ICICI BANK LIMITED.-MUMBAI,USD,10000000 ,74.37500 ,,06/07/2021,INR,N,<Default Format>,Buyer,5.00,0
 210701007,01/07/2021,Jul,BANK OF BARODA-MUMBAI,USD,10000000 ,75.08900 ,LONG SWAP,30/09/2021,INR,N,3750 ,Buyer,91.00,3
 210701008,01/07/2021,Jul,STATE BANK OF INDIA-MUMBAI,USD,25000000 ,74.37000 ,LONG SWAP,06/07/2021,INR,N,11250 ,Buyer,5.00,0
 210701009,01/07/2021,Jul,ICICI BANK LIMITED.-MUMBAI,USD,25000000 ,77.65500 ,,30/06/2022,INR,N,<Default Format>,Buyer,364.00,12
 210701010,01/07/2021,Jul,STATE BANK OF INDIA-MUMBAI,USD,50000000 ,74.37500 ,LONG SWAP,06/07/2021,INR,N,22500 ,Buyer,5.00,0
 210701011,01/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,50000000 ,74.82750 ,,31/08/2021,INR,N,<Default Format>,Buyer,61.00,2
 210701012,01/07/2021,Jul,CANARA BANK-MUMBAI,USD,25000000 ,74.37500 ,LONG SWAP,06/07/2021,INR,N,7500 ,Buyer,5.00,0
 210701013,01/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,74.82750 ,,31/08/2021,INR,N,<Default Format>,Buyer,61.00,2
 210701014,01/07/2021,Jul,STATE BANK OF INDIA-MUMBAI,USD,25000000 ,74.37000 ,LONG SWAP,06/07/2021,INR,Y,11250 ,Buyer,5.00,0
 210701015,01/07/2021,Jul,AXIS BANK LTD.-MUMBAI,USD,25000000 ,77.65500 ,LONG SWAP,30/06/2022,INR,Y,12500 ,Buyer,364.00,12
 210701016,01/07/2021,Jul,STATE BANK OF INDIA-MUMBAI,USD,50000000 ,74.37000 ,LONG SWAP,06/07/2021,INR,Y,22500 ,Buyer,5.00,0
 210701017,01/07/2021,Jul,STANDARD CHARTERED BANK-MUMBAI,USD,50000000 ,77.65500 ,LONG SWAP,30/06/2022,INR,Y,25000 ,Buyer,364.00,12
 210702001,02/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,74.69500 ,,06/07/2021,INR,N,<Default Format>,Buyer,4.00,0
 210702002,02/07/2021,Jul,STATE BANK OF INDIA-MUMBAI,USD,25000000 ,74.94150 ,LONG SWAP,06/08/2021,INR,N,11250 ,Buyer,35.00,1
 210702003,02/07/2021,Jul,STATE BANK OF INDIA-MUMBAI,USD,25000000 ,74.80500 ,LONG SWAP,06/07/2021,INR,N,11250 ,Buyer,4.00,0
 210702004,02/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,75.77750 ,,29/10/2021,INR,N,<Default Format>,Buyer,119.00,4
 210702005,02/07/2021,Jul,INDIAN BANK-MUMBAI,USD,5000000 ,74.80000 ,LONG SWAP,06/07/2021,INR,N,2000 ,Buyer,4.00,0
 210702006,02/07/2021,Jul,INDIAN BANK-MUMBAI,USD,5000000 ,74.81000 ,LONG SWAP,06/07/2021,INR,Y,2000 ,Buyer,4.00,0
 210702007,02/07/2021,Jul,INDIAN BANK-MUMBAI,USD,5000000 ,74.82000 ,LONG SWAP,06/07/2021,INR,Y,2000 ,Buyer,4.00,0
 210702008,02/07/2021,Jul,INDIAN BANK-MUMBAI,USD,5000000 ,74.83000 ,LONG SWAP,06/07/2021,INR,Y,2000 ,Buyer,4.00,0
 210702009,02/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,5000000 ,75.15000 ,,18/08/2021,INR,N,<Default Format>,Buyer,47.00,2
 210702010,02/07/2021,Jul,YES BANK LIMITED-MUMBAI,USD,5000000 ,75.80250 ,LONG SWAP,29/10/2021,INR,Y,2500 ,Buyer,119.00,4
 210702011,02/07/2021,Jul,YES BANK LIMITED-MUMBAI,USD,5000000 ,75.79250 ,LONG SWAP,29/10/2021,INR,Y,2500 ,Buyer,119.00,4
 210702012,02/07/2021,Jul,YES BANK LIMITED-MUMBAI,USD,5000000 ,75.78250 ,LONG SWAP,29/10/2021,INR,Y,2500 ,Buyer,119.00,4
 210702013,02/07/2021,Jul,STATE BANK OF INDIA-MUMBAI,USD,15000000 ,74.83000 ,LONG SWAP,06/07/2021,INR,N,6750 ,Buyer,4.00,0
 210702014,02/07/2021,Jul,INDIAN BANK-MUMBAI,USD,15000000 ,75.80250 ,,29/10/2021,INR,N,<Default Format>,Buyer,119.00,4
 210702015,02/07/2021,Jul,HDFC BANK LTD.-MUMBAI,USD,15000000 ,74.81000 ,LONG SWAP,06/07/2021,INR,Y,5625 ,Buyer,4.00,0
 210702016,02/07/2021,Jul,YES BANK LIMITED-MUMBAI,USD,15000000 ,76.39250 ,LONG SWAP,06/01/2022,INR,Y,7500 ,Buyer,188.00,6
 210702017,02/07/2021,Jul,FEDERAL BANK-MUMBAI,USD,2000000 ,74.81500 ,LONG SWAP,06/07/2021,INR,Y,1250 ,Buyer,4.00,0
 210702018,02/07/2021,Jul,YES BANK LIMITED-MUMBAI,USD,2000000 ,77.79500 ,LONG SWAP,31/05/2022,INR,Y,1000 ,Buyer,333.00,11
 210702019,02/07/2021,Jul,FEDERAL BANK-MUMBAI,USD,2000000 ,74.81500 ,LONG SWAP,06/07/2021,INR,Y,1250 ,Buyer,4.00,0
 210702020,02/07/2021,Jul,YES BANK LIMITED-MUMBAI,USD,2000000 ,78.07500 ,LONG SWAP,30/06/2022,INR,Y,1000 ,Buyer,363.00,12
 210702021,02/07/2021,Jul,FEDERAL BANK-MUMBAI,USD,1000000 ,74.81500 ,LONG SWAP,06/07/2021,INR,Y,625 ,Buyer,4.00,0
 210702022,02/07/2021,Jul,YES BANK LIMITED-MUMBAI,USD,1000000 ,78.13000 ,LONG SWAP,06/07/2022,INR,Y,500 ,Buyer,369.00,12
 210702023,02/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,5000000 ,74.81000 ,,06/07/2021,INR,N,<Default Format>,Buyer,4.00,0
 210702024,02/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,3000000 ,74.81000 ,,06/07/2021,INR,N,<Default Format>,Buyer,4.00,0
 210702025,02/07/2021,Jul,JPMORGAN CHASE BANKN.A-MUMBAI,USD,25000000 ,74.84000 ,LONG SWAP,06/07/2021,INR,N,10625 ,Buyer,4.00,0
 210702026,02/07/2021,Jul,IDBI BANK LTD.-MUMBAI,USD,25000000 ,76.42750 ,,06/01/2022,INR,N,<Default Format>,Buyer,188.00,6
 210702027,02/07/2021,Jul,BANK OF AMERICA-MUMBAI,USD,8000000 ,74.80000 ,OUTRIGHT,06/07/2021,INR,N,8000 ,Buyer,4.00,0
 210702028,02/07/2021,Jul,INDIAN BANK-MUMBAI,USD,8000000 ,74.84750 ,LONG SWAP,06/07/2021,INR,N,3200 ,Buyer,4.00,0
 210702029,02/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,8000000 ,76.28750 ,,28/12/2021,INR,N,<Default Format>,Buyer,179.00,6
 210702030,02/07/2021,Jul,YES BANK LIMITED-MUMBAI,USD,5000000 ,74.82000 ,LONG SWAP,06/07/2021,INR,Y,2500 ,Buyer,4.00,0
 210702031,02/07/2021,Jul,SOUTH INDIAN BANK-MUMBAI,USD,5000000 ,75.00700 ,LONG SWAP,30/07/2021,INR,Y,2250 ,Buyer,28.00,1
 210702032,02/07/2021,Jul,YES BANK LIMITED-MUMBAI,USD,1000000 ,74.82000 ,LONG SWAP,06/07/2021,INR,Y,500 ,Buyer,4.00,0
 210702033,02/07/2021,Jul,SOUTH INDIAN BANK-MUMBAI,USD,1000000 ,75.00700 ,LONG SWAP,30/07/2021,INR,Y,450 ,Buyer,28.00,1
 210702034,02/07/2021,Jul,JPMORGAN CHASE BANKN.A-MUMBAI,USD,10000000 ,74.78000 ,LONG SWAP,06/07/2021,INR,N,4250 ,Buyer,4.00,0
 210702035,02/07/2021,Jul,IDBI BANK LTD.-MUMBAI,USD,10000000 ,76.37000 ,,06/01/2022,INR,N,<Default Format>,Buyer,188.00,6
 210702036,02/07/2021,Jul,BANK OF BARODA-MUMBAI,USD,20000000 ,74.75000 ,LONG SWAP,06/07/2021,INR,N,7500 ,Buyer,4.00,0
 210702037,02/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,20000000 ,75.20250 ,,31/08/2021,INR,N,<Default Format>,Buyer,60.00,2
 210705001,05/07/2021,Jul,BANK OF INDIA-MUMBAI,USD,25000000 ,74.71250 ,LONG SWAP,30/07/2021,INR,N,6250 ,Buyer,25.00,1
 210705002,05/07/2021,Jul,ICICI BANK LIMITED.-MUMBAI,USD,25000000 ,74.97750 ,,31/08/2021,INR,N,<Default Format>,Buyer,57.00,2
 210705003,05/07/2021,Jul,BANK OF INDIA-MUMBAI,USD,25000000 ,74.71500 ,,30/07/2021,INR,N,<Default Format>,Buyer,25.00,1
 210705004,05/07/2021,Jul,JPMORGAN CHASE BANKN.A-MUMBAI,USD,25000000 ,74.98150 ,LONG SWAP,31/08/2021,INR,N,10625 ,Buyer,57.00,2
 210705005,05/07/2021,Jul,STATE BANK OF INDIA-MUMBAI,USD,25000000 ,74.47000 ,LONG SWAP,07/07/2021,INR,Y,11250 ,Buyer,2.00,0
 210705006,05/07/2021,Jul,INDUSIND BANK-MUMBAI,USD,25000000 ,75.26000 ,LONG SWAP,07/10/2021,INR,Y,12500 ,Buyer,94.00,3
 210705007,05/07/2021,Jul,STATE BANK OF INDIA-MUMBAI,USD,25000000 ,74.38000 ,LONG SWAP,07/07/2021,INR,Y,11250 ,Buyer,2.00,0
 210705008,05/07/2021,Jul,PUNJAB NATIONAL BANK-MUMBAI,USD,25000000 ,74.56250 ,LONG SWAP,30/07/2021,INR,Y,5000 ,Buyer,25.00,1
 210705009,05/07/2021,Jul,BANK OF BARODA-MUMBAI,USD,25000000 ,74.54800 ,LONG SWAP,30/07/2021,INR,N,9375 ,Buyer,25.00,1
 210705010,05/07/2021,Jul,ICICI BANK LIMITED.-MUMBAI,USD,25000000 ,74.81550 ,,31/08/2021,INR,N,<Default Format>,Buyer,57.00,2
 210706001,06/07/2021,Jul,HDFC BANK LTD.-MUMBAI,USD,5000000 ,74.26750 ,OUTRIGHT,08/07/2021,INR,Y,4000 ,Buyer,2.00,0
 210706002,06/07/2021,Jul,HDFC BANK LTD.-MUMBAI,USD,5000000 ,74.25750 ,OUTRIGHT,08/07/2021,INR,Y,4000 ,Buyer,2.00,0
 210706003,06/07/2021,Jul,UNION BANK OF INDIA-MUMBAI,USD,100000000 ,74.31000 ,SHORT SWAP,07/07/2021,INR,Y,5000 ,Buyer,1.00,0
 210706004,06/07/2021,Jul,CREDIT SUISSE AG-MUMBAI,USD,100000000 ,74.31710 ,SHORT SWAP,08/07/2021,INR,Y,10000 ,Buyer,2.00,0
 210706005,06/07/2021,Jul,SOUTH INDIAN BANK-MUMBAI,USD,5000000 ,74.31000 ,LONG SWAP,08/07/2021,INR,Y,2250 ,Buyer,2.00,0
 210706006,06/07/2021,Jul,CENTRAL BANK OF INDIA-MUMBAI,USD,5000000 ,74.48000 ,LONG SWAP,30/07/2021,INR,Y,2250 ,Buyer,24.00,1
 210706007,06/07/2021,Jul,BANK OF BARODA-MUMBAI,USD,25000000 ,74.50000 ,LONG SWAP,30/07/2021,INR,N,9375 ,Buyer,24.00,1
 210706008,06/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,74.76500 ,,31/08/2021,INR,N,<Default Format>,Buyer,56.00,2
 210706009,06/07/2021,Jul,BANK OF INDIA-MUMBAI,USD,15000000 ,74.50000 ,LONG SWAP,30/07/2021,INR,N,3750 ,Buyer,24.00,1
 210706010,06/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,15000000 ,74.76500 ,,31/08/2021,INR,N,<Default Format>,Buyer,56.00,2
 210706011,06/07/2021,Jul,INDIAN BANK-MUMBAI,USD,8000000 ,74.37000 ,LONG SWAP,07/07/2021,INR,N,3200 ,Buyer,1.00,0
 210706012,06/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,8000000 ,74.37700 ,,08/07/2021,INR,N,<Default Format>,Buyer,2.00,0
 210706013,06/07/2021,Jul,INDIAN BANK-MUMBAI,USD,8000000 ,74.34850 ,LONG SWAP,08/07/2021,INR,N,3200 ,Buyer,2.00,0
 210706014,06/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,8000000 ,75.10000 ,,06/10/2021,INR,N,<Default Format>,Buyer,92.00,3
 210706015,06/07/2021,Jul,CENTRAL BANK OF INDIA-MUMBAI,USD,8000000 ,77.64850 ,LONG SWAP,30/06/2022,INR,Y,3600 ,Buyer,359.00,12
 210706016,06/07/2021,Jul,CENTRAL BANK OF INDIA-MUMBAI,USD,8000000 ,74.37500 ,LONG SWAP,08/07/2021,INR,N,3600 ,Buyer,2.00,0
 210706017,06/07/2021,Jul,INDIAN BANK-MUMBAI,USD,8000000 ,77.65000 ,,30/06/2022,INR,N,<Default Format>,Buyer,359.00,12
 210706018,06/07/2021,Jul,HDFC BANK LTD.-MUMBAI,USD,10000000 ,74.55000 ,LONG SWAP,08/07/2021,INR,Y,3750 ,Buyer,2.00,0
 210706019,06/07/2021,Jul,CANARA BANK-MUMBAI,USD,10000000 ,74.71800 ,LONG SWAP,30/07/2021,INR,Y,3000 ,Buyer,24.00,1
 210707001,07/07/2021,Jul,UNION BANK OF INDIA-MUMBAI,USD,20000000 ,74.64000 ,LONG SWAP,09/07/2021,INR,Y,7000 ,Buyer,2.00,0
 210707002,07/07/2021,Jul,YES BANK LIMITED-MUMBAI,USD,20000000 ,76.96750 ,LONG SWAP,31/03/2022,INR,Y,10000 ,Buyer,267.00,9
 210707003,07/07/2021,Jul,AXIS BANK LTD.-MUMBAI,USD,20000000 ,74.64500 ,LONG SWAP,09/07/2021,INR,N,10000 ,Buyer,2.00,0
 210707004,07/07/2021,Jul,UNION BANK OF INDIA-MUMBAI,USD,20000000 ,76.97000 ,,31/03/2022,INR,N,<Default Format>,Buyer,267.00,9
 210707005,07/07/2021,Jul,CITIBANK-MUMBAI,USD,20000000 ,74.68500 ,,09/07/2021,INR,N,<Default Format>,Buyer,2.00,0
 210707006,07/07/2021,Jul,STANDARD CHARTERED BANK-MUMBAI,USD,20000000 ,76.46500 ,LONG SWAP,31/01/2022,INR,N,10000 ,Buyer,208.00,7
 210707007,07/07/2021,Jul,BANK OF INDIA-MUMBAI,USD,20000000 ,76.18000 ,LONG SWAP,31/12/2021,INR,Y,9000 ,Buyer,177.00,6
 210707008,07/07/2021,Jul,UCO BANK-MUMBAI,USD,5000000 ,74.61500 ,,09/07/2021,INR,N,<Default Format>,Buyer,2.00,0
 210707009,07/07/2021,Jul,BANK OF BARODA-MUMBAI,USD,5000000 ,74.77150 ,LONG SWAP,30/07/2021,INR,N,1875 ,Buyer,23.00,1
 210707010,07/07/2021,Jul,CANARA BANK-MUMBAI,USD,5000000 ,75.03600 ,LONG SWAP,31/08/2021,INR,Y,1500 ,Buyer,55.00,2
 210708001,08/07/2021,Jul,UNION BANK OF INDIA-MUMBAI,USD,100000000 ,74.69980 ,SHORT SWAP,09/07/2021,INR,Y,5000 ,Buyer,1.00,0
 210708002,08/07/2021,Jul,CREDIT SUISSE AG-MUMBAI,USD,100000000 ,74.72000 ,SHORT SWAP,12/07/2021,INR,Y,10000 ,Buyer,4.00,0
 210708003,08/07/2021,Jul,CREDIT SUISSE AG-MUMBAI,USD,20000000 ,74.68500 ,SHORT SWAP,12/07/2021,INR,Y,2000 ,Buyer,4.00,0
 210708004,08/07/2021,Jul,AXIS BANK LTD.-MUMBAI,USD,20000000 ,75.09150 ,LONG SWAP,31/08/2021,INR,Y,10000 ,Buyer,54.00,2
 210708005,08/07/2021,Jul,BANK OF INDIA-MUMBAI,USD,20000000 ,74.82500 ,LONG SWAP,30/07/2021,INR,Y,5000 ,Buyer,22.00,1
 210708006,08/07/2021,Jul,YES BANK LIMITED-MUMBAI,USD,20000000 ,74.66500 ,LONG SWAP,09/07/2021,INR,Y,10000 ,Buyer,1.00,0
 210708007,08/07/2021,Jul,YES BANK LIMITED-MUMBAI,USD,10000000 ,74.66500 ,LONG SWAP,09/07/2021,INR,Y,5000 ,Buyer,1.00,0
 210708008,08/07/2021,Jul,CREDIT SUISSE AG-MUMBAI,USD,10000000 ,74.68500 ,SHORT SWAP,12/07/2021,INR,Y,1000 ,Buyer,4.00,0
 210708009,08/07/2021,Jul,BANK OF INDIA-MUMBAI,USD,10000000 ,74.82500 ,LONG SWAP,30/07/2021,INR,Y,2500 ,Buyer,22.00,1
 210708010,08/07/2021,Jul,AXIS BANK LTD.-MUMBAI,USD,10000000 ,75.09150 ,LONG SWAP,31/08/2021,INR,Y,5000 ,Buyer,54.00,2
 210708011,08/07/2021,Jul,IDFC FIRST BANK LIMITED-MUMBAI,USD,30000000 ,74.73000 ,,12/07/2021,INR,N,<Default Format>,Buyer,4.00,0
 210708012,08/07/2021,Jul,YES BANK LIMITED-MUMBAI,USD,30000000 ,75.10250 ,LONG SWAP,27/08/2021,INR,N,15000 ,Buyer,50.00,2
 210708013,08/07/2021,Jul,BANK OF INDIA-MUMBAI,USD,25000000 ,74.87250 ,LONG SWAP,30/07/2021,INR,N,6250 ,Buyer,22.00,1
 210708014,08/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,75.13850 ,,31/08/2021,INR,N,<Default Format>,Buyer,54.00,2
 210708015,08/07/2021,Jul,BANK OF BARODA-MUMBAI,USD,25000000 ,74.83000 ,LONG SWAP,30/07/2021,INR,Y,9375 ,Buyer,22.00,1
 210708016,08/07/2021,Jul,JPMORGAN CHASE BANKN.A-MUMBAI,USD,25000000 ,75.09600 ,LONG SWAP,31/08/2021,INR,Y,10625 ,Buyer,54.00,2
 210709001,09/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.61300 ,,12/07/2021,INR,N,<Default Format>,Buyer,3.00,0
 210709002,09/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.62550 ,,12/07/2021,INR,N,<Default Format>,Buyer,3.00,0
 210709003,09/07/2021,Jul,INDIAN BANK-MUMBAI,USD,10000000 ,74.63750 ,LONG SWAP,12/07/2021,INR,Y,4000 ,Buyer,3.00,0
 210709004,09/07/2021,Jul,BANK OF BARODA-MUMBAI,USD,25000000 ,74.78750 ,LONG SWAP,30/07/2021,INR,N,9375 ,Buyer,21.00,1
 210709005,09/07/2021,Jul,CREDIT SUISSE AG-MUMBAI,USD,10000000 ,74.62000 ,SHORT SWAP,13/07/2021,INR,Y,1000 ,Buyer,4.00,0
 210709006,09/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,75.05600 ,,31/08/2021,INR,N,<Default Format>,Buyer,53.00,2
 210709007,09/07/2021,Jul,STANDARD CHARTERED BANK-MUMBAI,USD,10000000 ,75.03820 ,LONG SWAP,31/08/2021,INR,N,5000 ,Buyer,53.00,2
 210709008,09/07/2021,Jul,STANDARD CHARTERED BANK-MUMBAI,USD,10000000 ,75.02620 ,LONG SWAP,31/08/2021,INR,N,5000 ,Buyer,53.00,2
 210709009,09/07/2021,Jul,STANDARD CHARTERED BANK-MUMBAI,USD,10000000 ,75.09750 ,LONG SWAP,09/09/2021,INR,Y,5000 ,Buyer,62.00,2
 210709010,09/07/2021,Jul,STANDARD CHARTERED BANK-MUMBAI,USD,20000000 ,74.62500 ,LONG SWAP,13/07/2021,INR,Y,10000 ,Buyer,4.00,0
 210709011,09/07/2021,Jul,INDIAN BANK-MUMBAI,USD,20000000 ,75.02000 ,LONG SWAP,31/08/2021,INR,Y,8000 ,Buyer,53.00,2
 210709012,09/07/2021,Jul,STANDARD CHARTERED BANK-MUMBAI,USD,16000000 ,74.62500 ,LONG SWAP,13/07/2021,INR,Y,8000 ,Buyer,4.00,0
 210709013,09/07/2021,Jul,RBL BANK LIMITED-MUMBAI,USD,16000000 ,76.24750 ,LONG SWAP,13/01/2022,INR,Y,7600 ,Buyer,188.00,6
 210709014,09/07/2021,Jul,HDFC BANK LTD.-MUMBAI,USD,20000000 ,74.63230 ,SHORT SWAP,12/07/2021,INR,Y,1000 ,Buyer,3.00,0
 210709015,09/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,20000000 ,74.64000 ,,13/07/2021,INR,N,<Default Format>,Buyer,4.00,0
 210709016,09/07/2021,Jul,STANDARD CHARTERED BANK-MUMBAI,USD,20000000 ,75.31050 ,LONG SWAP,30/09/2021,INR,Y,10000 ,Buyer,83.00,3
 210709017,09/07/2021,Jul,INDIAN BANK-MUMBAI,USD,20000000 ,76.94000 ,LONG SWAP,31/03/2022,INR,N,8000 ,Buyer,265.00,9
 210709018,09/07/2021,Jul,STANDARD CHARTERED BANK-MUMBAI,USD,20000000 ,74.64000 ,LONG SWAP,13/07/2021,INR,N,10000 ,Buyer,4.00,0
 210709019,09/07/2021,Jul,INDIAN BANK-MUMBAI,USD,20000000 ,75.31250 ,LONG SWAP,30/09/2021,INR,Y,8000 ,Buyer,83.00,3
 210709020,09/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,20000000 ,76.95700 ,,31/03/2022,INR,N,<Default Format>,Buyer,265.00,9
 210709021,09/07/2021,Jul,STANDARD CHARTERED BANK-MUMBAI,USD,10000000 ,74.63500 ,LONG SWAP,13/07/2021,INR,Y,5000 ,Buyer,4.00,0
 210709022,09/07/2021,Jul,BANK OF BARODA-MUMBAI,USD,10000000 ,75.37250 ,LONG SWAP,06/10/2021,INR,Y,3750 ,Buyer,89.00,3
 210712001,12/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,50000000 ,74.41500 ,,14/07/2021,INR,N,<Default Format>,Buyer,2.00,0
 210712002,12/07/2021,Jul,MUFG BANK LIMITED-MUMBAI,USD,50000000 ,74.54650 ,LONG SWAP,30/07/2021,INR,N,25000 ,Buyer,18.00,1
 210712003,12/07/2021,Jul,BANK OF INDIA-MUMBAI,USD,5000000 ,74.43500 ,OUTRIGHT,14/07/2021,INR,Y,3000 ,Buyer,2.00,0
 210712004,12/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,8000000 ,74.44100 ,,13/07/2021,INR,N,<Default Format>,Buyer,1.00,0
 210712005,12/07/2021,Jul,INDIAN BANK-MUMBAI,USD,8000000 ,74.45550 ,LONG SWAP,13/07/2021,INR,Y,3200 ,Buyer,1.00,0
 210712006,12/07/2021,Jul,INDIAN BANK-MUMBAI,USD,8000000 ,74.42000 ,,14/07/2021,INR,N,<Default Format>,Buyer,2.00,0
 210712007,12/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,8000000 ,74.42650 ,,13/07/2021,INR,N,<Default Format>,Buyer,1.00,0
 210712008,12/07/2021,Jul,JPMORGAN CHASE BANKN.A-MUMBAI,USD,10000000 ,74.55500 ,LONG SWAP,14/07/2021,INR,Y,4250 ,Buyer,2.00,0
 210712009,12/07/2021,Jul,SUMITOMO MITSUI BANKING COPRORATION-NEW DELHI,USD,10000000 ,76.03000 ,LONG SWAP,31/12/2021,INR,Y,4500 ,Buyer,172.00,6
 210712010,12/07/2021,Jul,STANDARD CHARTERED BANK-MUMBAI,USD,8000000 ,74.93050 ,LONG SWAP,13/09/2021,INR,Y,4000 ,Buyer,63.00,2
 210712011,12/07/2021,Jul,STANDARD CHARTERED BANK-MUMBAI,USD,8000000 ,75.24650 ,LONG SWAP,14/10/2021,INR,N,4000 ,Buyer,94.00,3
 210712012,12/07/2021,Jul,STANDARD CHARTERED BANK-MUMBAI,USD,8000000 ,75.23200 ,LONG SWAP,14/10/2021,INR,N,4000 ,Buyer,94.00,3
 210712013,12/07/2021,Jul,STANDARD CHARTERED BANK-MUMBAI,USD,8000000 ,75.21750 ,LONG SWAP,14/10/2021,INR,N,4000 ,Buyer,94.00,3
 210712014,12/07/2021,Jul,STANDARD CHARTERED BANK-MUMBAI,USD,10000000 ,74.44500 ,LONG SWAP,14/07/2021,INR,Y,5000 ,Buyer,2.00,0
 210712015,12/07/2021,Jul,INDIAN BANK-MUMBAI,USD,10000000 ,75.23000 ,LONG SWAP,14/10/2021,INR,Y,4000 ,Buyer,94.00,3
 210712016,12/07/2021,Jul,STANDARD CHARTERED BANK-MUMBAI,USD,14000000 ,74.44500 ,LONG SWAP,14/07/2021,INR,Y,7000 ,Buyer,2.00,0
 210712017,12/07/2021,Jul,INDIAN BANK-MUMBAI,USD,14000000 ,75.23000 ,LONG SWAP,14/10/2021,INR,Y,5600 ,Buyer,94.00,3
 210712018,12/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,50000000 ,74.57000 ,,14/07/2021,INR,N,<Default Format>,Buyer,2.00,0
 210712019,12/07/2021,Jul,STATE BANK OF INDIA-MUMBAI,USD,50000000 ,77.24500 ,LONG SWAP,29/04/2022,INR,N,22500 ,Buyer,291.00,10
 210713001,13/07/2021,Jul,PUNJAB NATIONAL BANK-MUMBAI,USD,20000000 ,74.45000 ,LONG SWAP,15/07/2021,INR,N,9000 ,Buyer,2.00,0
 210713002,13/07/2021,Jul,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,20000000 ,77.64500 ,,30/06/2022,INR,N,<Default Format>,Buyer,352.00,12
 210713003,13/07/2021,Jul,STATE BANK OF INDIA-MUMBAI,USD,50000000 ,74.47000 ,,15/07/2021,INR,N,<Default Format>,Buyer,2.00,0
 210713004,13/07/2021,Jul,PUNJAB NATIONAL BANK-MUMBAI,USD,50000000 ,77.68000 ,LONG SWAP,30/06/2022,INR,N,22500 ,Buyer,352.00,12
