Cont. No,Deal Date ,Date,Counterpart,Curr,Amount,Price,Type,Settlement Date, Curr,,Brokg. ,Trader Type,Maturity- Days,Maturity Months
 210625013,25/06/2021,Jun,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,74.20500 ,,29/06/2021,INR,N,<Default Format>,Seller,4.00,0
 210625014,25/06/2021,Jun,PUNJAB NATIONAL BANK-MUMBAI,USD,25000000 ,74.69750 ,LONG SWAP,31/08/2021,INR,N,"7,500.00 ",Seller,67.00,2
 210625015,25/06/2021,Jun,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,74.20500 ,,29/06/2021,INR,N,<Default Format>,Seller,4.00,0
 210625016,25/06/2021,Jun,PUNJAB NATIONAL BANK-MUMBAI,USD,25000000 ,74.69750 ,LONG SWAP,31/08/2021,INR,N,"7,500.00 ",Seller,67.00,2
 210625017,25/06/2021,Jun,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,74.20500 ,,29/06/2021,INR,N,<Default Format>,Seller,4.00,0
 210625018,25/06/2021,Jun,STATE BANK OF INDIA-MUMBAI,USD,25000000 ,74.69750 ,LONG SWAP,31/08/2021,INR,N,"11,250.00 ",Seller,67.00,2
 210628001,28/06/2021,Jun,CITIBANK-MUMBAI,USD,20000000 ,74.23500 ,,30/06/2021,INR,N,<Default Format>,Seller,2.00,0
 210628002,28/06/2021,Jun,PUNJAB NATIONAL BANK-MUMBAI,USD,20000000 ,74.46750 ,LONG SWAP,30/07/2021,INR,N,"4,000.00 ",Seller,32.00,1
 210628003,28/06/2021,Jun,CENTRAL BANK OF INDIA-MUMBAI,USD,20000000 ,74.22500 ,LONG SWAP,30/06/2021,INR,Y,"9,000.00 ",Seller,2.00,0
 210628004,28/06/2021,Jun,BANK OF INDIA-MUMBAI,USD,20000000 ,77.25500 ,LONG SWAP,31/05/2022,INR,Y,"9,000.00 ",Seller,337.00,11
 210628005,28/06/2021,Jun,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.21100 ,,30/06/2021,INR,N,<Default Format>,Seller,2.00,0
 210628006,28/06/2021,Jun,CITIBANK-MUMBAI,USD,10000000 ,74.21350 ,,30/06/2021,INR,N,<Default Format>,Seller,2.00,0
 210628007,28/06/2021,Jun,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.21500 ,,30/06/2021,INR,N,<Default Format>,Seller,2.00,0
 210628008,28/06/2021,Jun,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.22000 ,,30/06/2021,INR,N,<Default Format>,Seller,2.00,0
 210628009,28/06/2021,Jun,HDFC BANK LTD.-MUMBAI,USD,10000000 ,74.44300 ,LONG SWAP,30/07/2021,INR,N,"3,750.00 ",Seller,32.00,1
 210628010,28/06/2021,Jun,PUNJAB NATIONAL BANK-MUMBAI,USD,10000000 ,74.44600 ,LONG SWAP,30/07/2021,INR,N,"2,000.00 ",Seller,32.00,1
 210628011,28/06/2021,Jun,CENTRAL BANK OF INDIA-MUMBAI,USD,10000000 ,77.25300 ,LONG SWAP,31/05/2022,INR,N,"4,500.00 ",Seller,337.00,11
 210628012,28/06/2021,Jun,CENTRAL BANK OF INDIA-MUMBAI,USD,10000000 ,77.24800 ,LONG SWAP,31/05/2022,INR,N,"4,500.00 ",Seller,337.00,11
 210628013,28/06/2021,Jun,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,74.46250 ,,30/07/2021,INR,N,<Default Format>,Seller,32.00,1
 210628014,28/06/2021,Jun,PUNJAB NATIONAL BANK-MUMBAI,USD,25000000 ,74.72500 ,LONG SWAP,31/08/2021,INR,N,"5,000.00 ",Seller,64.00,2
 210628015,28/06/2021,Jun,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,30000000 ,74.19500 ,,30/06/2021,INR,N,<Default Format>,Seller,2.00,0
 210628016,28/06/2021,Jun,INDUSIND BANK-MUMBAI,USD,30000000 ,74.42600 ,LONG SWAP,30/07/2021,INR,N,"15,000.00 ",Seller,32.00,1
 210628017,28/06/2021,Jun,HDFC BANK LTD.-MUMBAI,USD,40000000 ,74.19000 ,SHORT SWAP,28/06/2021,INR,Y,"2,000.00 ",Seller,0.00,0
 210628018,28/06/2021,Jun,INDUSIND BANK-MUMBAI,USD,40000000 ,74.19650 ,SHORT SWAP,29/06/2021,INR,Y,"4,000.00 ",Seller,1.00,0
 210628019,28/06/2021,Jun,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,35000000 ,74.19500 ,,30/06/2021,INR,N,<Default Format>,Seller,2.00,0
 210628020,28/06/2021,Jun,STATE BANK OF INDIA-MUMBAI,USD,35000000 ,75.44500 ,LONG SWAP,30/11/2021,INR,N,"15,750.00 ",Seller,155.00,5
 210629001,29/06/2021,Jun,BARCLAYS BANK-MUMBAI,USD,50000000 ,74.22500 ,,30/06/2021,INR,N,<Default Format>,Seller,1.00,0
 210629002,29/06/2021,Jun,BANK OF BARODA-MUMBAI,USD,50000000 ,74.47500 ,LONG SWAP,02/08/2021,INR,N,"18,750.00 ",Seller,34.00,1
 210629003,29/06/2021,Jun,INDUSIND BANK-MUMBAI,USD,6000000 ,74.21000 ,OUTRIGHT,01/07/2021,INR,Y,"4,500.00 ",Seller,2.00,0
 210629004,29/06/2021,Jun,STANDARD CHARTERED BANK-MUMBAI,USD,10000000 ,74.22000 ,LONG SWAP,01/07/2021,INR,Y,"5,000.00 ",Seller,2.00,0
 210629005,29/06/2021,Jun,STATE BANK OF INDIA-MUMBAI,USD,10000000 ,75.74500 ,LONG SWAP,31/12/2021,INR,Y,"4,500.00 ",Seller,185.00,6
 210629006,29/06/2021,Jun,YES BANK LIMITED-MUMBAI,USD,30000000 ,74.22500 ,LONG SWAP,30/06/2021,INR,Y,"15,000.00 ",Seller,1.00,0
 210629007,29/06/2021,Jun,UNION BANK OF INDIA-MUMBAI,USD,30000000 ,76.03450 ,LONG SWAP,31/01/2022,INR,Y,"10,500.00 ",Seller,216.00,7
 210629008,29/06/2021,Jun,CANARA BANK-MUMBAI,USD,25000000 ,74.23000 ,LONG SWAP,01/07/2021,INR,N,"7,500.00 ",Seller,2.00,0
 210629009,29/06/2021,Jun,ICICI BANK LIMITED.-MUMBAI,USD,25000000 ,75.75000 ,,31/12/2021,INR,N,<Default Format>,Seller,185.00,6
 210629010,29/06/2021,Jun,YES BANK LIMITED-MUMBAI,USD,3000000 ,74.23250 ,OUTRIGHT,01/07/2021,INR,Y,"3,000.00 ",Seller,2.00,0
 210629011,29/06/2021,Jun,INDIAN BANK-MUMBAI,USD,100000000 ,74.23500 ,LONG SWAP,01/07/2021,INR,Y,"40,000.00 ",Seller,2.00,0
 210629012,29/06/2021,Jun,STATE BANK OF INDIA-MUMBAI,USD,100000000 ,77.50500 ,LONG SWAP,30/06/2022,INR,Y,"45,000.00 ",Seller,366.00,12
 210630001,30/06/2021,Jun,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,20000000 ,75.32000 ,,29/10/2021,INR,N,<Default Format>,Seller,121.00,4
 210630002,30/06/2021,Jun,CENTRAL BANK OF INDIA-MUMBAI,USD,20000000 ,75.86250 ,LONG SWAP,31/12/2021,INR,N,"9,000.00 ",Seller,184.00,6
 210630003,30/06/2021,Jun,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,50000000 ,74.41000 ,,02/07/2021,INR,N,<Default Format>,Seller,2.00,0
 210630004,30/06/2021,Jun,STANDARD CHARTERED BANK-MUMBAI,USD,50000000 ,75.98500 ,LONG SWAP,03/01/2022,INR,N,"25,000.00 ",Seller,187.00,6
 210630005,30/06/2021,Jun,YES BANK LIMITED-MUMBAI,USD,4000000 ,74.40500 ,LONG SWAP,02/07/2021,INR,Y,"2,000.00 ",Seller,2.00,0
 210630006,30/06/2021,Jun,INDIAN BANK-MUMBAI,USD,4000000 ,77.07500 ,LONG SWAP,28/04/2022,INR,Y,"1,600.00 ",Seller,302.00,10
 210630007,30/06/2021,Jun,YES BANK LIMITED-MUMBAI,USD,10000000 ,74.40000 ,LONG SWAP,02/07/2021,INR,Y,"5,000.00 ",Seller,2.00,0
 210630008,30/06/2021,Jun,INDIAN BANK-MUMBAI,USD,10000000 ,74.61000 ,LONG SWAP,30/07/2021,INR,Y,"4,000.00 ",Seller,30.00,1
 210630009,30/06/2021,Jun,PUNJAB NATIONAL BANK-MUMBAI,USD,20000000 ,74.35000 ,LONG SWAP,02/07/2021,INR,N,"9,000.00 ",Seller,2.00,0
 210630010,30/06/2021,Jun,JPMORGAN CHASE BANKN.A-MUMBAI,USD,20000000 ,77.63000 ,,30/06/2022,INR,N,<Default Format>,Seller,365.00,12
 210405001,05/04/2021,Apr,YES BANK LIMITED-MUMBAI,USD,5000000 ,73.33500 ,OUTRIGHT,07/04/2021,INR,Y,5000 ,Buyer,2.00,0
 210405002,05/04/2021,Apr,KOTAK MAHINDRA BANK LTD.-MUMBAI,USD,25000000 ,73.42000 ,,07/04/2021,INR,N,<Default Format>,Buyer,2.00,0
 210405003,05/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,25000000 ,73.49400 ,LONG SWAP,15/04/2021,INR,N,12500 ,Buyer,10.00,0
 210405004,05/04/2021,Apr,BANK OF INDIA-MUMBAI,USD,30000000 ,73.34500 ,LONG SWAP,07/04/2021,INR,Y,7500 ,Buyer,2.00,0
 210405005,05/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,30000000 ,73.62500 ,LONG SWAP,07/05/2021,INR,Y,13500 ,Buyer,32.00,1
 210406001,06/04/2021,Apr,BANK OF BARODA-MUMBAI,USD,25000000 ,73.34000 ,LONG SWAP,08/04/2021,INR,Y,9375 ,Buyer,2.00,0
 210406002,06/04/2021,Apr,BANK OF INDIA-MUMBAI,USD,25000000 ,73.80500 ,LONG SWAP,28/05/2021,INR,Y,9375 ,Buyer,52.00,2
 210406003,06/04/2021,Apr,BANK OF BARODA-MUMBAI,USD,10000000 ,73.31000 ,LONG SWAP,08/04/2021,INR,N,3750 ,Buyer,2.00,0
 210406004,06/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,73.78050 ,,28/05/2021,INR,N,<Default Format>,Buyer,52.00,2
 210406005,06/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,10000000 ,73.31500 ,LONG SWAP,08/04/2021,INR,N,5000 ,Buyer,2.00,0
 210406006,06/04/2021,Apr,UCO BANK-MUMBAI,USD,10000000 ,76.50000 ,,28/02/2022,INR,N,<Default Format>,Buyer,328.00,11
 210406007,06/04/2021,Apr,HONGKONG & SHANGHAI BANKING CORPORATION-MUMBAI,USD,25000000 ,73.31000 ,,08/04/2021,INR,N,<Default Format>,Buyer,2.00,0
 210406008,06/04/2021,Apr,PUNJAB NATIONAL BANK-MUMBAI,USD,25000000 ,73.50500 ,LONG SWAP,30/04/2021,INR,N,5000 ,Buyer,24.00,1
 210406009,06/04/2021,Apr,HONGKONG & SHANGHAI BANKING CORPORATION-MUMBAI,USD,25000000 ,73.76750 ,,28/05/2021,INR,N,<Default Format>,Buyer,52.00,2
 210406010,06/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,25000000 ,74.07750 ,LONG SWAP,30/06/2021,INR,N,11250 ,Buyer,85.00,3
 210406011,06/04/2021,Apr,AXIS BANK LTD.-MUMBAI,USD,20000000 ,74.12000 ,,30/06/2021,INR,N,<Default Format>,Buyer,85.00,3
 210406012,06/04/2021,Apr,PUNJAB NATIONAL BANK-MUMBAI,USD,20000000 ,75.66000 ,LONG SWAP,30/11/2021,INR,N,9000 ,Buyer,238.00,8
 210406013,06/04/2021,Apr,INDIAN BANK-MUMBAI,USD,10000000 ,73.34000 ,OUTRIGHT,08/04/2021,INR,N,8000 ,Buyer,2.00,0
 210407001,07/04/2021,Apr,BANK OF AMERICA-MUMBAI,USD,10000000 ,73.80000 ,OUTRIGHT,09/04/2021,INR,Y,10000 ,Buyer,2.00,0
 210407002,07/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,100000000 ,73.80000 ,,08/04/2021,INR,N,<Default Format>,Buyer,1.00,0
 210407003,07/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,100000000 ,73.80790 ,SHORT SWAP,09/04/2021,INR,N,10000 ,Buyer,2.00,0
 210407004,07/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,10000000 ,73.83000 ,OUTRIGHT,09/04/2021,INR,Y,7500 ,Buyer,2.00,0
 210407005,07/04/2021,Apr,INDIAN BANK-MUMBAI,USD,6000000 ,74.01000 ,,09/04/2021,INR,N,<Default Format>,Buyer,2.00,0
 210407006,07/04/2021,Apr,AXIS BANK LTD.-MUMBAI,USD,6000000 ,74.45000 ,LONG SWAP,28/05/2021,INR,Y,3000 ,Buyer,51.00,2
 210407007,07/04/2021,Apr,INDIAN BANK-MUMBAI,USD,6000000 ,74.03000 ,LONG SWAP,08/04/2021,INR,N,2400 ,Buyer,1.00,0
 210407008,07/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,6000000 ,74.03750 ,,09/04/2021,INR,N,<Default Format>,Buyer,2.00,0
 210407009,07/04/2021,Apr,INDIAN BANK-MUMBAI,USD,20000000 ,74.03000 ,LONG SWAP,09/04/2021,INR,Y,8000 ,Buyer,2.00,0
 210407010,07/04/2021,Apr,AXIS BANK LTD.-MUMBAI,USD,20000000 ,76.11000 ,LONG SWAP,09/11/2021,INR,Y,10000 ,Buyer,216.00,7
 210407011,07/04/2021,Apr,BANK OF INDIA-MUMBAI,USD,25000000 ,74.06000 ,LONG SWAP,09/04/2021,INR,Y,11250 ,Buyer,2.00,0
 210407012,07/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,25000000 ,75.12000 ,LONG SWAP,30/07/2021,INR,Y,12500 ,Buyer,114.00,4
 210407013,07/04/2021,Apr,IDFC FIRST BANK LIMITED-MUMBAI,USD,10000000 ,74.23500 ,LONG SWAP,09/04/2021,INR,Y,5000 ,Buyer,2.00,0
 210407014,07/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,10000000 ,74.99500 ,LONG SWAP,30/06/2021,INR,Y,5000 ,Buyer,84.00,3
 210407015,07/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,10000000 ,74.33000 ,,09/04/2021,INR,N,<Default Format>,Buyer,2.00,0
 210407016,07/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,10000000 ,76.89500 ,LONG SWAP,31/12/2021,INR,N,5000 ,Buyer,268.00,9
 210408001,08/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,25000000 ,74.20650 ,SHORT SWAP,09/04/2021,INR,Y,2500 ,Buyer,1.00,0
 210408002,08/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,25000000 ,74.23000 ,SHORT SWAP,12/04/2021,INR,Y,2500 ,Buyer,4.00,0
 210408003,08/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,5000000 ,74.33750 ,LONG SWAP,09/04/2021,INR,Y,2250 ,Buyer,1.00,0
 210408004,08/04/2021,Apr,INDIAN BANK-MUMBAI,USD,5000000 ,74.60500 ,LONG SWAP,10/05/2021,INR,Y,2000 ,Buyer,32.00,1
 210408005,08/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,5000000 ,74.48000 ,OUTRIGHT,12/04/2021,INR,N,4500 ,Buyer,4.00,0
 210408006,08/04/2021,Apr,SUMITOMO MITSUI BANKING COPRORATION-NEW DELHI,USD,25000000 ,74.78000 ,LONG SWAP,12/04/2021,INR,N,11250 ,Buyer,4.00,0
 210408007,08/04/2021,Apr,BARCLAYS BANK-MUMBAI,USD,25000000 ,75.17500 ,,28/05/2021,INR,N,<Default Format>,Buyer,50.00,2
 210409001,09/04/2021,Apr,AXIS BANK LTD.-MUMBAI,USD,100000000 ,74.56200 ,,12/04/2021,INR,N,<Default Format>,Buyer,3.00,0
 210409002,09/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,100000000 ,74.58500 ,SHORT SWAP,15/04/2021,INR,N,10000 ,Buyer,6.00,0
 210409003,09/04/2021,Apr,PUNJAB NATIONAL BANK-MUMBAI,USD,10000000 ,74.60000 ,LONG SWAP,15/04/2021,INR,N,4500 ,Buyer,6.00,0
 210409004,09/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,76.41500 ,,29/10/2021,INR,N,<Default Format>,Buyer,203.00,7
 210409005,09/04/2021,Apr,FEDERAL BANK-MUMBAI,USD,3000000 ,74.81000 ,LONG SWAP,15/04/2021,INR,Y,1875 ,Buyer,6.00,0
 210409006,09/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,3000000 ,77.22000 ,LONG SWAP,31/12/2021,INR,Y,1500 ,Buyer,266.00,9
 210409007,09/04/2021,Apr,INDIAN BANK-MUMBAI,USD,7000000 ,74.80500 ,LONG SWAP,12/04/2021,INR,Y,2800 ,Buyer,3.00,0
 210409008,09/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,7000000 ,74.82750 ,SHORT SWAP,15/04/2021,INR,N,525 ,Buyer,6.00,0
 210409009,09/04/2021,Apr,INDIAN BANK-MUMBAI,USD,7000000 ,74.80000 ,,15/04/2021,INR,N,<Default Format>,Buyer,6.00,0
 210409010,09/04/2021,Apr,RBL BANK LIMITED-MUMBAI,USD,7000000 ,75.45000 ,SHORT SWAP,29/06/2021,INR,Y,525 ,Buyer,81.00,3
 210409011,09/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,7000000 ,75.46000 ,LONG SWAP,30/06/2021,INR,Y,3500 ,Buyer,82.00,3
 210409012,09/04/2021,Apr,DEUTSCHE BANK-MUMBAI,USD,100000000 ,74.74700 ,SHORT SWAP,12/04/2021,INR,N,7500 ,Buyer,3.00,0
 210409013,09/04/2021,Apr,HONGKONG & SHANGHAI BANKING CORPORATION-MUMBAI,USD,100000000 ,74.77000 ,,15/04/2021,INR,N,<Default Format>,Buyer,6.00,0
 210412001,12/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,25000000 ,75.08000 ,SHORT SWAP,15/04/2021,INR,Y,2500 ,Buyer,3.00,0
 210412002,12/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,25000000 ,75.08820 ,SHORT SWAP,16/04/2021,INR,Y,2500 ,Buyer,4.00,0
 210412003,12/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,25000000 ,75.08000 ,SHORT SWAP,15/04/2021,INR,Y,2500 ,Buyer,3.00,0
 210412004,12/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,25000000 ,75.08820 ,SHORT SWAP,16/04/2021,INR,Y,2500 ,Buyer,4.00,0
 210412005,12/04/2021,Apr,PUNJAB NATIONAL BANK-MUMBAI,USD,10000000 ,74.97000 ,LONG SWAP,16/04/2021,INR,N,4500 ,Buyer,4.00,0
 210412006,12/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,78.26500 ,,31/03/2022,INR,N,<Default Format>,Buyer,353.00,12
 210412007,12/04/2021,Apr,CANARA BANK-MUMBAI,USD,25000000 ,74.91000 ,LONG SWAP,16/04/2021,INR,N,7500 ,Buyer,4.00,0
 210412008,12/04/2021,Apr,BANK OF AMERICA-MUMBAI,USD,25000000 ,75.03000 ,,30/04/2021,INR,N,<Default Format>,Buyer,18.00,1
 210412009,12/04/2021,Apr,UNION BANK OF INDIA-MUMBAI,USD,100000000 ,74.82000 ,SHORT SWAP,15/04/2021,INR,Y,5000 ,Buyer,3.00,0
 210412010,12/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,100000000 ,74.82850 ,SHORT SWAP,16/04/2021,INR,Y,10000 ,Buyer,4.00,0
 210412011,12/04/2021,Apr,BANK OF INDIA-MUMBAI,USD,100000000 ,74.82000 ,SHORT SWAP,15/04/2021,INR,Y,7500 ,Buyer,3.00,0
 210412012,12/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,100000000 ,74.82850 ,SHORT SWAP,16/04/2021,INR,Y,10000 ,Buyer,4.00,0
 210412013,12/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,10000000 ,74.90000 ,LONG SWAP,16/04/2021,INR,N,5000 ,Buyer,4.00,0
 210412014,12/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,76.45000 ,,30/09/2021,INR,N,<Default Format>,Buyer,171.00,6
 210412015,12/04/2021,Apr,BANK OF BARODA-MUMBAI,USD,20000000 ,74.90000 ,LONG SWAP,16/04/2021,INR,N,7500 ,Buyer,4.00,0
 210412016,12/04/2021,Apr,BARCLAYS BANK-MUMBAI,USD,20000000 ,75.28000 ,,28/05/2021,INR,N,<Default Format>,Buyer,46.00,2
 210412017,12/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,10000000 ,74.93500 ,LONG SWAP,16/04/2021,INR,Y,5000 ,Buyer,4.00,0
 210412018,12/04/2021,Apr,CITIBANK-MUMBAI,USD,10000000 ,75.31600 ,LONG SWAP,28/05/2021,INR,N,5000 ,Buyer,46.00,2
 210412019,12/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,75.91000 ,,30/07/2021,INR,N,<Default Format>,Buyer,109.00,4
 210412020,12/04/2021,Apr,AXIS BANK LTD.-MUMBAI,USD,10000000 ,74.98000 ,,16/04/2021,INR,N,<Default Format>,Buyer,4.00,0
 210412021,12/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,10000000 ,78.29500 ,LONG SWAP,31/03/2022,INR,N,5000 ,Buyer,353.00,12
 210415001,15/04/2021,Apr,INDIAN BANK-MUMBAI,USD,10000000 ,75.22000 ,LONG SWAP,19/04/2021,INR,N,4000 ,Buyer,4.00,0
 210415002,15/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,78.56000 ,,31/03/2022,INR,N,<Default Format>,Buyer,350.00,12
 210415003,15/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,20000000 ,75.18000 ,LONG SWAP,19/04/2021,INR,Y,10000 ,Buyer,4.00,0
 210415004,15/04/2021,Apr,BANK OF AMERICA-MUMBAI,USD,20000000 ,75.28850 ,LONG SWAP,30/04/2021,INR,Y,10000 ,Buyer,15.00,1
 210415005,15/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,5000000 ,75.12000 ,LONG SWAP,19/04/2021,INR,N,2500 ,Buyer,4.00,0
 210415006,15/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,5000000 ,77.57500 ,,31/12/2021,INR,N,<Default Format>,Buyer,260.00,9
 210415007,15/04/2021,Apr,AXIS BANK LTD.-MUMBAI,USD,25000000 ,76.60000 ,LONG SWAP,30/09/2021,INR,Y,12500 ,Buyer,168.00,6
 210415008,15/04/2021,Apr,HDFC BANK LTD.-MUMBAI,USD,25000000 ,76.89750 ,LONG SWAP,29/10/2021,INR,Y,9375 ,Buyer,197.00,7
 210415009,15/04/2021,Apr,PUNJAB NATIONAL BANK-MUMBAI,USD,25000000 ,75.02000 ,LONG SWAP,19/04/2021,INR,N,11250 ,Buyer,4.00,0
 210415010,15/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,76.02500 ,,30/07/2021,INR,N,<Default Format>,Buyer,106.00,4
 210415011,15/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.98000 ,,19/04/2021,INR,N,<Default Format>,Buyer,4.00,0
 210415012,15/04/2021,Apr,PUNJAB NATIONAL BANK-MUMBAI,USD,10000000 ,75.98000 ,LONG SWAP,30/07/2021,INR,N,4500 ,Buyer,106.00,4
 210415013,15/04/2021,Apr,UNION BANK OF INDIA-MUMBAI,USD,5000000 ,74.93000 ,LONG SWAP,19/04/2021,INR,Y,1750 ,Buyer,4.00,0
 210415014,15/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,5000000 ,77.93000 ,LONG SWAP,28/02/2022,INR,Y,2500 ,Buyer,319.00,11
 210416001,16/04/2021,Apr,UNION BANK OF INDIA-MUMBAI,USD,25000000 ,74.64000 ,LONG SWAP,20/04/2021,INR,N,6250 ,Buyer,4.00,0
 210416002,16/04/2021,Apr,BARCLAYS BANK-MUMBAI,USD,25000000 ,74.95000 ,,20/05/2021,INR,N,<Default Format>,Buyer,34.00,1
 210416003,16/04/2021,Apr,PUNJAB NATIONAL BANK-MUMBAI,USD,20000000 ,74.61000 ,LONG SWAP,20/04/2021,INR,N,9000 ,Buyer,4.00,0
 210416004,16/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,20000000 ,75.61000 ,,30/07/2021,INR,N,<Default Format>,Buyer,105.00,4
 210416005,16/04/2021,Apr,BANK OF BARODA-MUMBAI,USD,25000000 ,74.51000 ,LONG SWAP,20/04/2021,INR,N,9375 ,Buyer,4.00,0
 210416006,16/04/2021,Apr,CITIBANK-MUMBAI,USD,25000000 ,74.82250 ,,20/05/2021,INR,N,<Default Format>,Buyer,34.00,1
 210416007,16/04/2021,Apr,AXIS BANK LTD.-MUMBAI,USD,10000000 ,74.54000 ,LONG SWAP,20/04/2021,INR,Y,5000 ,Buyer,4.00,0
 210416008,16/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,10000000 ,74.93750 ,LONG SWAP,28/05/2021,INR,Y,5000 ,Buyer,42.00,1
 210416009,16/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.36000 ,,20/04/2021,INR,N,<Default Format>,Buyer,4.00,0
 210416010,16/04/2021,Apr,PUNJAB NATIONAL BANK-MUMBAI,USD,10000000 ,77.69000 ,LONG SWAP,31/03/2022,INR,N,4500 ,Buyer,349.00,12
 210419001,19/04/2021,Apr,CANARA BANK-MUMBAI,USD,100000000 ,74.97000 ,SHORT SWAP,20/04/2021,INR,N,7500 ,Buyer,1.00,0
 210419002,19/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,100000000 ,74.99350 ,,22/04/2021,INR,N,<Default Format>,Buyer,3.00,0
 210419003,19/04/2021,Apr,CANARA BANK-MUMBAI,USD,100000000 ,74.97000 ,SHORT SWAP,20/04/2021,INR,N,7500 ,Buyer,1.00,0
 210419004,19/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,100000000 ,74.99350 ,,22/04/2021,INR,N,<Default Format>,Buyer,3.00,0
 210419005,19/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,25000000 ,74.96000 ,SHORT SWAP,20/04/2021,INR,Y,2500 ,Buyer,1.00,0
 210419006,19/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,25000000 ,74.98270 ,SHORT SWAP,22/04/2021,INR,Y,2500 ,Buyer,3.00,0
 210419007,19/04/2021,Apr,PUNJAB NATIONAL BANK-MUMBAI,USD,15000000 ,74.91000 ,LONG SWAP,22/04/2021,INR,N,6750 ,Buyer,3.00,0
 210419008,19/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,15000000 ,78.20750 ,,31/03/2022,INR,N,<Default Format>,Buyer,346.00,12
 210420001,20/04/2021,Apr,INDIAN BANK-MUMBAI,USD,5000000 ,74.74100 ,LONG SWAP,22/04/2021,INR,Y,2000 ,Buyer,2.00,0
 210420002,20/04/2021,Apr,INDIAN BANK-MUMBAI,USD,5000000 ,74.71000 ,LONG SWAP,23/04/2021,INR,Y,2000 ,Buyer,3.00,0
 210420003,20/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,5000000 ,75.37100 ,LONG SWAP,29/06/2021,INR,Y,2500 ,Buyer,70.00,2
